INCOME_TYPE,EDUCATION_,CUSTOMER_CATEGORY_,income,DEPENDANT_NUMBER,IS_EMPL,COUNT_ACTIVE_CREDIT_NO_CC,CNT_MNTH_FROM_LAST_PMNT,age,experience,inquiry_14_day,inquiry_21_day,count_mnth_act_passport,UID
2NDFL,elementary,,11563,0,0,,,24.038356164,1.4465753425,,,3.9835616438,133208
OTHER,high,Corporate,23923,0,1,2,1.3361335125,23.105936073,0.8757990868,1,1,2.9881278539,133245
OTHER,elementary,Corporate,21750,0,1,,,23.342937346,2.9949921401,,,3.3128003593,133266
2NDFL,advanced,,14926,0,0,0,1.2152105735,24.054644809,0.810614567,0,0,1.610614567,133294
2NDFL,elementary,,24899,0,0,1,6.4755824373,24.413144696,3.7049180328,1,1,4.3117748334,133303
OTHER,advanced,Corporate,19619,0,1,,,23.431693989,0.6323227787,,,3.3797814208,133314
2NDFL,elementary,,32522,0,0,,,24.708136837,0.7766299873,,,4.6177258777,133319
2NDFL,high,,21426,0,0,0,,24.698076203,2.2925967513,0,0,4.3309529156,133320
2NDFL,advanced,,,0,0,,,22.783561644,0.4164383562,,,2.2575342466,133347
OTHER,elementary,Corporate,25742,0,1,0,1,23.781420765,0.6038251366,0,0,3.6965266861,133386
OTHER,elementary,Corporate,40336,0,1,1,0.2510080645,24.00273224,0.4945355191,0,0,3.8879781421,133436
OTHER,high,Corporate,46959,0,1,,,23.477026724,0.4699453552,,,3.3537390523,133439
OTHER,elementary,,50000,0,0,1,0.4729166667,23.587431694,1.0235796093,0,0,3.0482371435,133457
2NDFL,elementary,,30611,0,0,1,1.217562724,23.580821918,0.5342465753,1,1,3.1260273973,133464
OTHER,advanced,Corporate,24498,0,1,,,24.555820046,0.9832173067,,,1.0736282656,133471
OTHER,elementary,Corporate,25056,0,1,0,25.736581541,23.521857923,3.7103825137,0,0,3.4672131148,133472
OTHER,advanced,Corporate,37746,0,1,,,23.964383562,0.3607305936,,,3.8712328767,133478
OTHER,elementary,Corporate,41296,0,1,,,24.767759563,0.5054644809,,,4.6721311475,133493
2NDFL,elementary,,24112,0,0,0,1.2804435484,23.15561045,1.9556104499,0,0,3.0843775732,133501
OTHER,elementary,Corporate,33131,0,0,1,-0.211514337,24.334246575,1.0184894079,1,1,4.2438356164,133502
2NDFL,elementary,,,0,1,,,24.629395913,1.6293959129,,,3.8087431694,133520
2NDFL,elementary,,24708,0,0,0,16.17547043,23.446575342,2.0219178082,1,1,2.0904109589,133527
OTHER,elementary,,35000,0,0,1,0.9597446237,24.572355715,1.7287671233,1,1,3.9780821918,133528
OTHER,elementary,,35000,0,0,1,0.9597446237,24.572355715,1.7287671233,1,1,3.9780821918,133529
2NDFL,elementary,,16862,0,0,0,,23.050774759,0.3606557377,0,1,2.3987199641,133541
OTHER,high,Corporate,23097,0,1,,,23.713114754,2.4569728273,,,2.3830002246,133543
OTHER,elementary,,34138,0,0,0,9.699327957,24.734972678,0.4398907104,1,1,4.6857923497,133545
OTHER,beginner,Corporate,65368,0,1,1,0.6911962366,24.598615166,3.6410958904,0,0,1.6082191781,133546
OTHER,advanced,Corporate,30000,0,1,1,-0.045586918,24.483651471,0.5329665394,0,0,4.0054644809,133595
2NDFL,elementary,,24147,0,0,0,0.8209005376,24.694610375,0.3825136612,1,1,4.6535144846,133635
OTHER,elementary,,31949,0,0,,,23.632876712,2.2273972603,,,3.4876712329,133652
OTHER,advanced,,23301,0,0,,,23.546448087,1.2834793023,,,3.3245751928,133662
2NDFL,elementary,Corporate,12899,0,1,,,24.747129276,2.4684931507,,,4.6979489483,133677
OTHER,elementary,Corporate,25695,0,1,0,0.4448924731,24.527689198,0.9413878284,0,0,4.3633879781,133699
2NDFL,advanced,,12547,0,0,1,0.8612231183,23.27799985,3.2012875215,0,0,3.1273149188,133745
OTHER,elementary,Corporate,24887,0,1,0,9.732437276,24.073770492,0.8554233101,0,0,4.0191256831,133763
2NDFL,elementary,,15238,0,0,1,1.2198700717,23.446575342,1.3974923273,1,1,3.4410958904,133767
OTHER,elementary,Corporate,29546,0,1,,,24.664473389,4.8014596901,,,4.4043715847,133771
2NDFL,elementary,,22159,0,0,1,1.1523521505,24.931978442,4.2540983607,0,0,0.8936222771,133813
2NDFL,advanced,Corporate,18246,0,1,0,,24.016393443,2.9579908676,0,0,3.2949771689,133852
2NDFL,elementary,,,0,1,1,0.2728942652,23.2,1.5123287671,0,0,0.407635302,133858
2NDFL,advanced,,19815,0,0,0,10.666151434,24.955602964,1.0788906355,0,0,4.922726252,133871
2NDFL,elementary,,32586,0,0,,,23.256830601,0.4217531252,,,3.1584699454,133872
2NDFL,elementary,,27117,0,0,,,24.435451755,1.5751777828,,,3.9590163934,133876
2NDFL,beginner,,,0,1,,,24.822935848,1.6876712329,,,4.8065424059,133879
OTHER,elementary,Corporate,41603,0,1,,,23.975409836,2.0178905607,,,0.9850138483,133890
2NDFL,advanced,,24005,0,0,0,14.633512545,24.234972678,0.7679092746,0,0,4.1393442623,133893
OTHER,elementary,,35000,0,0,0,4.9254256272,24.888629388,4.992454525,0,0,4.8339845797,133906
OTHER,elementary,Corporate,55000,0,1,,,23.638356164,3.7863013699,,,0.6622426828,133908
2NDFL,elementary,Corporate,13059,0,1,,,24.408219178,0.2383561644,,,3.9260273973,133922
OTHER,elementary,Corporate,20676,0,1,,,24.708765626,0.9109514185,,,4.6978366644,133925
2NDFL,high,,34750,0,0,1,11.605241935,24.705763904,6.4235721237,,,4.5276817127,133946
2NDFL,high,,39484,0,0,0,,23.580821918,2.6904109589,0,0,2.6904109589,133958
OTHER,elementary,Corporate,10798,0,1,0,6.6983198925,23.447204132,0.3415300546,,,3.3540534471,133966
2NDFL,elementary,,42115,0,0,0,42.796841398,24.949913916,2.6410958904,2,2,4.7805150086,133984
OTHER,advanced,Corporate,25985,0,1,0,,23.188300022,3.6038251366,0,0,3.0595328992,133985
OTHER,elementary,Corporate,26509,0,1,1,5.7241935484,24.976450333,6.3189160865,0,0,4.7819297852,133999
OTHER,advanced,,22291,0,0,,,23.803278689,1.2425555805,,,3.7349726776,134000
2NDFL,elementary,,31859,0,0,0,,24.595972752,1.3247398757,0,0,4.4973426155,134006
2NDFL,elementary,,,0,1,1,0.5019265233,24.415951793,1.8493150685,0,0,4.0465753425,134012
2NDFL,elementary,,,0,1,1,0.5019265233,24.415951793,1.8493150685,0,0,4.0465753425,134013
OTHER,high,Corporate,14949,0,1,,,23.576502732,0.6272325773,,,3.5027322404,134019
OTHER,elementary,Corporate,43608,0,1,2,0.3469982079,24.519125683,0.9956284153,0,0,4.4180327869,134025
OTHER,elementary,Corporate,24167,0,1,0,4.5715501792,23.814005539,2.8030466352,0,0,3.2605808818,134030
OTHER,elementary,,21750,0,0,0,,23.093450109,0.9756418894,1,1,3.0030391496,134048
2NDFL,advanced,,20017,0,0,0,16.59453405,24.398907104,2.5343888016,0,0,3.9617486339,134049
OTHER,elementary,Corporate,28234,0,1,1,0.6308467742,24.273935175,1.0963395464,0,0,4.1890410959,134070
OTHER,elementary,Corporate,16276,0,1,,,24.418032787,3.6227037952,,,0.9898270829,134082
2NDFL,elementary,,31303,0,0,,,24.317471368,2.0246575342,,,4.2355041545,134090
2NDFL,elementary,,25607,0,0,,,23.769863014,1.6191780822,,,3.7068493151,134100
2NDFL,advanced,Corporate,26100,1,1,0,,24.076712329,3.5178082192,2,3,4.0054794521,134102
OTHER,elementary,,20000,0,0,,,24.724043716,6.6987798488,,,4.6775956284,134108
2NDFL,elementary,,,0,1,,,24.221311475,1.0119020885,,,4.1338797814,134109
OTHER,elementary,,23000,0,0,0,1.1853270609,23.453551913,0.659353245,0,0,3.4098360656,134136
2NDFL,elementary,,13618,0,0,0,1346.4983423,23.040526986,0.4597050677,,,2.9446365746,134141
2NDFL,elementary,,13276,0,0,,,24.794168725,4.043715847,,,3.6721311475,134164
OTHER,elementary,,20000,0,0,1,4.8628808244,24.91432742,1.8978890636,0,0,3.3825136612,134168
2NDFL,elementary,,13201,0,0,,,23.090410959,0.7333557901,,,2.2794520548,134172
OTHER,elementary,,30000,0,0,0,12.185752688,24.949764204,2.3890410959,1,1,4.881458193,134189
OTHER,elementary,Corporate,15149,0,1,,,23.863013699,0.525630661,,,3.7753424658,134196
2NDFL,elementary,,36001,0,0,2,0.7931675627,24.634688225,3,0,0,3.7780821918,134211
OTHER,elementary,Corporate,19059,0,1,2,0.4722446237,23.326334306,0.9729096489,0,1,2.9701699229,134221
2NDFL,advanced,,15496,0,0,0,,24.812411109,0.456284153,0,0,4.4398907104,134224
2NDFL,elementary,,38531,0,0,,,24.109289617,3.7267759563,,,3.7786885246,134230
OTHER,elementary,,31373,0,0,,,24.589041096,3.8438356164,,,3.895890411,134277
OTHER,elementary,,25000,0,0,,,24.024657534,0.6568530579,,,3.9287671233,134288
OTHER,elementary,,32600,0,0,0,11.794780466,23.077648028,1.7981959728,1,1,3.0502507673,134297
OTHER,elementary,Corporate,51480,0,1,3,0.4757168459,24.693989071,0.5163934426,0,1,4.5928961749,134315
OTHER,elementary,Corporate,51480,0,1,3,0.4757168459,24.693989071,0.5163934426,0,1,4.5928961749,134316
2NDFL,elementary,,21738,0,0,0,16.628606631,24.405479452,1.4175312523,2,2,4.3342465753,134344
2NDFL,elementary,,29354,0,0,0,4.0453853047,23.589041096,0.6400703645,2,2,3.4191780822,134370
OTHER,elementary,,20000,0,0,0,1.1507840502,23.737293211,0.5163934426,3,3,3.7208548544,134395
OTHER,advanced,,45000,0,0,1,0.1801971326,23.64109589,0.7556478778,1,1,3.495890411,134396
OTHER,advanced,Corporate,38486,0,1,,,23.917808219,1.7726027397,,,3.5945205479,134401
2NDFL,advanced,,17644,0,0,1,0.7970654122,24.494535519,6.1124784789,0,0,4.2486338798,134438
2NDFL,advanced,,17644,0,0,1,0.7970654122,24.494535519,6.1124784789,0,0,4.2486338798,134439
OTHER,elementary,,72000,0,0,,,24.538251366,2.3453477057,,,2.082334007,134454
2NDFL,elementary,,21527,0,0,,,23.380821918,1.7150684932,,,3.3260273973,134484
2NDFL,elementary,,20596,0,0,1,1.1531137993,23.159211019,1.2496219777,,,3.085238416,134505
OTHER,advanced,Corporate,11512,0,1,1,0.5711021505,24.361292013,5.9530728348,0,0,4.2818399581,134506
2NDFL,elementary,,32107,0,0,1,0.6683243728,24.798068718,2.5232876712,0,0,4.7242982259,134518
OTHER,high,Corporate,20739,0,1,,,24.734224119,0.780672206,,,4.6684931507,134523
2NDFL,elementary,,20010,0,0,0,4.3768369176,24.866928662,2.9671232877,1,2,4.8641964219,134526
OTHER,elementary,,14966,0,0,0,1.7303763441,24.419005914,0.4820196122,0,0,4.3779100232,134558
OTHER,elementary,Corporate,26072,0,0,,,23.101369863,4.1808219178,,,2.6164383562,134579
2NDFL,elementary,,10090,0,0,,,23.028018564,1.8362377423,,,2.9485665095,134581
OTHER,high,,23000,0,0,0,0.4664874552,24.43715847,1.4968261097,0,0,4.3469945355,134600
OTHER,advanced,Corporate,28400,0,1,,,24.240437158,0.5765027322,,,4.1693989071,134602
OTHER,elementary,Corporate,15417,0,1,0,11.278517025,24.289617486,4.1338797814,0,1,4.2021857923,134610
2NDFL,advanced,,22855,0,0,2,1.0813844086,24.568844973,2.2821917808,0,0,3.7780821918,134630
2NDFL,advanced,,22855,0,0,2,1.0813844086,24.568844973,2.2821917808,0,0,3.7780821918,134631
2NDFL,elementary,Corporate,18191,0,1,0,,24.623182873,0.4808743169,0,0,4.4316939891,134637
2NDFL,elementary,,22528,0,0,,,23.517950445,1.6357586646,,,3.3426079796,134646
2NDFL,high,Corporate,18357,0,1,,,23.371128078,0.9546897223,,,3.0998952017,134647
OTHER,high,Corporate,11250,0,1,,,23.843835616,0.3589041096,,,3.7945205479,134661
OTHER,beginner,Corporate,25000,0,1,2,0.6972670251,24.579234973,1.2908675799,0,0,4.349726776,134673
OTHER,high,Corporate,25345,0,1,0,,24.139726027,0.4788681788,0,0,4.0438356164,134675
2NDFL,high,,11748,0,0,,,24.125855229,0.5011976944,,,3.9398907104,134682
2NDFL,elementary,Corporate,16722,0,1,,,24.423751778,0.5111834718,,,1.024844674,134693
2NDFL,elementary,,15742,0,0,,,24.610412456,0.3698630137,,,2.6849315068,134703
OTHER,elementary,Corporate,17064,0,1,,,24.420765027,1.3948199716,,,4.3879781421,134713
OTHER,advanced,Corporate,10334,0,1,,,23.158469945,1.8105995958,,,3.0927913766,134720
OTHER,advanced,Corporate,17647,0,1,,,23.502470245,4.5983606557,,,3.4695935325,134722
2NDFL,advanced,,50005,0,0,0,16.344713262,23.597260274,2.8821917808,0,0,2.8383561644,134743
OTHER,elementary,Corporate,21303,0,1,,,23.569863014,2.3232876712,,,1.8712328767,134797
OTHER,elementary,,15000,0,0,,,23.642076503,0.9665394116,,,3.4781420765,134798
2NDFL,advanced,,17022,0,0,2,0.7328405018,24.265027322,5.8829702822,0,0,4.0191256831,134811
2NDFL,advanced,,17022,0,0,2,0.7328405018,24.265027322,5.8829702822,0,0,4.0191256831,134812
2NDFL,elementary,,9041,0,0,0,,24.333662699,0.5117448911,0,0,3.825136612,134814
OTHER,elementary,Corporate,25968,0,1,,,24.733318362,0.2158469945,,,4.6785238416,134852
OTHER,elementary,Corporate,39503,0,1,0,3.5384408602,23.229388427,0.7691144547,1,1,2.8211692492,134870
OTHER,advanced,,30000,0,0,0,,24.371584699,1.3793397709,2,3,3.9234972678,134872
2NDFL,elementary,,36345,0,0,0,1.1191532258,24.625922599,2.2916760237,0,0,4.5027322404,134877
OTHER,elementary,Corporate,33819,0,1,0,1.186827957,24.973538439,6.4118946029,0,0,4.8666891234,134887
OTHER,elementary,,26100,0,0,1,0.307952509,24.709080021,1.6904109589,1,1,4.6025226439,134888
OTHER,high,Corporate,29827,0,1,1,2.925,24.970050153,0.5001047983,0,0,4.8826184595,134892
OTHER,elementary,Corporate,16568,0,1,0,1353.9904122,23.09086758,2.3812785388,0,0,3.0114155251,134903
OTHER,elementary,Corporate,32484,0,1,,,24.497881578,4.6074706191,,,0.5197993862,134928
2NDFL,advanced,,14568,0,0,0,,23.08312748,1.2392918632,0,0,2.8338124111,134973
OTHER,elementary,Corporate,18773,0,1,,,24.694093869,0.6995583502,,,4.4864435961,134980
OTHER,elementary,,50000,0,0,0,,23.32473239,0.5466501984,0,0,3.2261022532,134986
2NDFL,elementary,,12901,0,0,1,3.9554883513,23.297814208,0.7773336328,1,2,0.9334980163,134996
OTHER,elementary,Corporate,17959,0,1,1,1.0847222222,23.687671233,2.3780821918,0,0,3.5863013699,135009
2NDFL,high,,47907,0,0,1,1.2081541219,23.393225541,1.409663897,0,0,3.2973351299,135017
2NDFL,high,,11561,0,0,,,23.30456621,0.543715847,,,3.301826484,135025
OTHER,elementary,Corporate,16035,0,1,1,0.4411290323,23.389340519,0.7431693989,0,0,3.2605733962,135036
OTHER,elementary,Corporate,15064,0,1,,,23.326027397,1.3456920428,,,3.2356164384,135048
OTHER,elementary,,15000,0,0,,,23.095890411,0.5574818474,,,2.6904109589,135069
OTHER,elementary,Corporate,17956,0,1,0,0.9281586022,23.221917808,3.6,0,0,3.1178082192,135128
OTHER,elementary,Corporate,43608,0,1,,,24.581967213,0.5573770492,,,4.4808743169,135132
OTHER,elementary,Corporate,25170,0,1,0,13.635439068,24.639800883,5.4452803354,0,0,4.0491803279,135141
2NDFL,elementary,,25249,0,0,,,23.832876712,1.2465753425,,,1.7698630137,135142
OTHER,elementary,,30000,0,0,1,2.5730734767,24.978404072,0.3472565312,0,0,4.7079122689,135155
2NDFL,elementary,,11667,0,0,,,24.073770492,1.2293809417,,,4.0081967213,135180
OTHER,elementary,Corporate,17227,0,1,0,23.698879928,24.24109589,1.498630137,0,0,4.1315068493,135197
2NDFL,elementary,,23684,0,0,,,23.786885246,0.9954487611,,,3.584489857,135213
OTHER,elementary,Corporate,11509,0,1,,,24.774586421,2.6102028595,,,0.3773261472,135253
OTHER,high,Corporate,21561,0,1,,,24.938243881,1.4396137435,,,4.8478329216,135257
OTHER,elementary,,60000,0,0,4,0.5655689964,24.773530953,6.0940788981,0,0,4.7105172543,135261
2NDFL,beginner,,12566,0,0,,,23.953424658,0.1945205479,,,3.9506849315,135271
OTHER,elementary,Corporate,25000,0,0,,,23.476712329,2.9616438356,,,3.397260274,135272
OTHER,elementary,,26000,0,0,,,23.595613444,0.6668463208,,,3.5271202934,135286
2NDFL,elementary,,9147,0,0,0,,24.590163934,0.5273224044,0,0,4.4808743169,135287
OTHER,elementary,Corporate,25600,0,1,1,0.669422043,24.855191257,2.64413504,0,0,4.8333333333,135292
OTHER,elementary,,24107,0,0,1,0.4698476703,23.005928587,1.0004491354,0,0,2.9319559847,135349
OTHER,advanced,Corporate,21272,0,1,0,,23.35890411,1.0198592709,0,0,3.3095890411,135359
OTHER,high,Corporate,48404,0,1,,,24.852983008,0.5382513661,,,3.6967213115,135360
2NDFL,elementary,Corporate,43204,0,1,1,4.6314292115,24.768380867,2.2944082641,0,0,4.6944082641,135370
2NDFL,elementary,,13978,0,0,1,5.8854614695,24.344262295,2.3350175911,0,0,3.4281682761,135371
OTHER,elementary,Corporate,20994,0,1,1,0.4444444444,23.742465753,2.4575342466,1,1,3.6630136986,135379
OTHER,advanced,Corporate,11987,0,1,,,23.710382514,0.555790104,,,0.8955161314,135386
OTHER,elementary,Corporate,24935,0,1,0,,24.216438356,2.9178082192,0,0,4.0383561644,135390
OTHER,high,Corporate,16077,0,1,,,24.267759563,1.0206153155,,,4.2267759563,135405
OTHER,elementary,Corporate,14624,2,0,,,24.495890411,0.7671232877,,,4.3863013699,135420
2NDFL,beginner,,26679,0,0,1,0.435125448,24.858335205,4.478553784,1,1,4.8446740025,135422
2NDFL,elementary,,,0,1,1,0.7976478495,24.289617486,1.1543528707,0,0,4.2732240437,135442
OTHER,elementary,Corporate,24360,0,1,,,23.819672131,0.7605359683,,,3.6857923497,135448
OTHER,advanced,,29090,0,0,,,23.062826559,0.5422786137,,,2.977895052,135455
2NDFL,advanced,,11571,0,0,2,0.3430331541,24.780634778,0.4628265589,0,0,2.9724156,135457
OTHER,advanced,Corporate,13072,0,1,1,0.6344758065,24.147540984,0.8048880904,1,1,2.4076278165,135479
OTHER,elementary,Corporate,13567,0,1,1,0.7880824373,23.327659256,0.2431693989,0,0,3.2756044614,135491
OTHER,elementary,,30000,0,0,,,23.734860394,0.9430795718,,,3.1211617636,135493
OTHER,elementary,Corporate,16878,0,1,,,23.279452055,1.5287671233,,,3.1178082192,135494
2NDFL,elementary,,44999,0,0,0,30.181675627,24.495299049,0.462422337,1,1,3.7868852459,135508
2NDFL,elementary,Corporate,20066,0,1,,,24.722359458,0.3616438356,,,4.6458567258,135523
2NDFL,elementary,,,0,0,,,24.520547945,0.5095890411,,,3.8684931507,135534
OTHER,elementary,Corporate,12674,0,1,,,23.519125683,1.5450183397,,,2.3806347781,135535
OTHER,elementary,Corporate,19576,0,1,0,,23.271232877,0.5087431694,0,0,3.1698630137,135537
OTHER,elementary,Corporate,34993,0,1,0,1349.6949821,23.193218055,0.5302043566,0,0,3.171300247,135539
2NDFL,elementary,,26062,0,0,0,8.8623879928,24.658469945,4.7759562842,1,1,4.6448087432,135545
OTHER,elementary,Corporate,14474,0,1,,,23.038356164,1.0422337001,,,3,135566
OTHER,elementary,Corporate,43499,0,1,0,2.3400537634,24.729508197,1.5398532824,0,0,4.6475409836,135582
2NDFL,high,,16942,0,0,,,23.282191781,0.591414028,,,2.797260274,135594
OTHER,elementary,Corporate,15727,0,1,,,23.816438356,0.9082266637,,,3.6630136986,135621
2NDFL,elementary,,13443,0,0,,,23.972677596,0.5941462684,,,3.9590163934,135639
OTHER,elementary,Corporate,33199,0,1,2,0.2502688172,24.516505726,0.5110412456,0,1,4.4017516281,135640
OTHER,elementary,Corporate,33199,0,1,2,0.2502688172,24.516505726,0.5110412456,0,1,4.4017516281,135641
OTHER,elementary,,25000,0,0,0,0.9907706093,24.978553784,1.3178082192,0,0,4.9430346583,135644
2NDFL,elementary,,63320,0,0,,,24.290410959,2.1534246575,,,4.2438356164,135661
OTHER,elementary,Corporate,35000,0,1,1,0.789874552,24.754831948,0.4898046261,1,1,4.6537390523,135663
OTHER,advanced,,25000,0,0,,,23.411887117,0.7570925968,,,2.9488734187,135673
2NDFL,elementary,,11707,0,0,,,23.579234973,0.8728647354,,,3.4972677596,135675
2NDFL,elementary,,22988,0,0,0,0.8844758065,23.164383562,1.6273972603,1,1,3.0575342466,135676
2NDFL,elementary,,10144,0,0,,,24.806841829,2.1397260274,,,4.7057489333,135678
OTHER,elementary,Corporate,23055,0,1,1,2.755577957,24.854607381,0.5340594356,0,0,4.6929635452,135683
OTHER,elementary,Corporate,25920,0,1,1,0.7865143369,24.541530055,3.5808219178,0,0,4.5032786885,135715
OTHER,elementary,Corporate,25920,0,1,1,0.7865143369,24.541530055,3.5808219178,0,0,4.5032786885,135716
2NDFL,advanced,,25263,0,0,,,23.016438356,2.3890410959,,,2.9342465753,135729
2NDFL,high,,13993,0,0,0,4.3769041219,24.527322404,1.5134141777,0,1,4.4289617486,135734
2NDFL,advanced,,52367,0,0,,,23.58630137,1.7506849315,,,2.6520547945,135770
2NDFL,advanced,Corporate,25142,0,1,0,,23.507770043,0.5382513661,0,0,3.4146193577,135778
OTHER,elementary,Corporate,25513,0,1,0,,23.461748634,0.3661501609,1,1,3.3715846995,135791
2NDFL,elementary,,12477,0,0,,,24.750497792,0.4107717644,,,4.676525189,135796
OTHER,elementary,Corporate,44970,0,1,5,0.5415322581,24.745901639,1.0031888614,2,2,4.1967213115,135803
2NDFL,elementary,,31618,0,0,0,0.9835573477,23.953424658,1.2554307957,1,1,3.9123287671,135825
2NDFL,high,,24397,0,0,0,1.1792786738,23.055565536,4.6803278689,1,2,2.9898121117,135834
OTHER,elementary,Corporate,17059,0,1,,,24.232786885,0.2737704918,,,0.350273224,135848
OTHER,elementary,,28484,0,1,,,24.552481473,1.4291938019,,,4.4538513362,135852
2NDFL,elementary,,15700,0,0,1,0.5030241935,24.725480949,0.4849315068,1,1,2.8,135853
OTHER,elementary,Corporate,22805,0,1,,,24.145205479,0.3589041096,,,4.0767123288,135856
2NDFL,advanced,,14718,0,0,,,24.517209372,0.4459764952,,,4.4404970432,135863
OTHER,high,Corporate,27609,0,1,0,,24.878478928,0.4045063253,0,0,3.6366120219,135872
2NDFL,elementary,,22823,0,0,1,0.5063620072,23.4,3.6849315068,1,1,3.3150684932,135873
2NDFL,elementary,,21174,0,0,1,1.467562724,23.860655738,1.3959428101,0,0,3.7732240437,135881
OTHER,elementary,,25350,0,0,,,24.905195,0.3333333333,,,4.842181301,135932
2NDFL,high,,45570,0,0,,,24.104109589,1.2005988472,,,3.8054794521,135968
OTHER,elementary,,30000,0,0,1,1.5084005376,24.428961749,0.6397784265,0,0,4.3224043716,135990
2NDFL,elementary,,18472,0,0,0,,24.292349727,0.4453551913,0,0,4.1229508197,135992
OTHER,elementary,,15000,0,0,,,23.330601093,0.4708585972,,,1.9886668164,136016
OTHER,elementary,Corporate,55367,0,1,1,0.7259856631,23.326469047,0.5683060109,0,0,3.1730443896,136020
2NDFL,elementary,,24711,0,0,,,23.191780822,5.0049854031,,,3.1506849315,136028
OTHER,advanced,Corporate,22485,0,1,,,23.252653642,0.4289617486,,,3.1951193952,136047
OTHER,advanced,Corporate,28304,0,1,0,,24.705195,1.442181301,0,0,4.6777977394,136060
OTHER,elementary,,110000,0,0,1,0.8630600358,24.844674003,1.402739726,0,0,4.7845647129,136061
2NDFL,high,,,0,1,0,0.2728494624,21.446575342,0.4618684033,0,0,1.1671232877,136106
OTHER,advanced,Corporate,28128,1,1,1,1,24.202185792,1.4007635302,1,1,3.6281607905,136112
2NDFL,elementary,,24436,0,0,1,1.1860439068,24.095628415,1.2615240662,0,0,4.0765027322,136116
OTHER,elementary,Corporate,17713,0,1,,,23.600112284,0.4344262295,,,3.3836739277,136121
2NDFL,elementary,,,0,1,,,23.049315068,1.3616438356,,,0.2569503705,136172
OTHER,elementary,Corporate,25437,0,1,0,0.6623207885,23.602739726,4.7296279662,0,0,3.4849315068,136187
OTHER,advanced,Corporate,14030,0,0,0,-0.109901434,23.265753425,0.5232876712,1,1,2.2301369863,136200
2NDFL,elementary,Corporate,,0,1,0,3.3474014337,24.44109589,0.6515233176,2,2,4.3808219178,136217
OTHER,high,Corporate,38852,0,1,,,24.339351748,0.6407216109,,,4.1749681862,136229
2NDFL,elementary,,29952,0,0,0,,24.814694214,1.8575342466,0,0,4.7409237218,136244
2NDFL,high,,17514,0,0,,,23.93989071,1.5066546897,,,3.9098360656,136246
2NDFL,advanced,,24871,0,0,0,1.3423387097,24.275956284,11.165633655,0,0,3.1080994086,136249
OTHER,elementary,,32951,0,0,0,8.8288530466,24.013661202,4.1338797814,0,0,3.7049180328,136250
2NDFL,elementary,,36714,0,0,0,6.4722894265,24.788217681,1.8301369863,1,1,4.0876712329,136255
OTHER,advanced,Corporate,26604,0,1,1,0.5388888889,24.180327869,2.5003967363,0,0,2.2401227637,136256
OTHER,advanced,Corporate,26604,0,1,1,0.5388888889,24.180327869,2.5003967363,0,0,2.2401227637,136257
OTHER,advanced,Corporate,26604,0,1,1,0.5388888889,24.180327869,2.5003967363,0,0,2.2401227637,136258
2NDFL,advanced,,27287,0,0,,,23.709589041,4.8372108691,,,0.6049704319,136293
OTHER,elementary,,24500,0,0,,,23.090410959,2.5452054795,,,2.6849315068,136315
OTHER,advanced,Corporate,13999,0,1,0,,23.527322404,0.3857025226,0,0,3.1911819747,136327
2NDFL,advanced,,36674,0,0,0,0.2714829749,23.836065574,4.131147541,1,1,3.2841530055,136330
OTHER,advanced,Corporate,15568,0,1,0,0.6612903226,24.72816079,1.3062429823,0,0,3.8469945355,136333
OTHER,elementary,Corporate,15085,0,1,0,,24.813092297,1.5966539412,0,0,4.7391196946,136338
OTHER,elementary,Corporate,31360,0,1,,,23.863013699,1.8219178082,,,3.8301369863,136361
2NDFL,elementary,,16750,0,0,1,0.8312724014,24.144808743,0.5737704918,0,0,4.0519125683,136364
2NDFL,elementary,,69127,0,0,,,23.832876712,2.2602739726,,,3.5616438356,136365
OTHER,elementary,Corporate,20876,0,1,,,23.445355191,1.6618908601,,,3.4153005464,136377
2NDFL,elementary,,16271,0,0,0,1.4690860215,24.456284153,0.8884347631,0,2,1.1487087357,136381
OTHER,elementary,Corporate,15913,0,0,,,23.046575342,0.3232876712,,,1.9753424658,136389
2NDFL,elementary,,23652,0,0,1,-0.953718638,23.054794521,3.0931506849,2,2,2.9726027397,136399
OTHER,elementary,Corporate,33164,0,1,1,2.21265681,24.784153005,3.9288794071,0,0,2.8439479003,136403
OTHER,elementary,Corporate,33164,0,1,1,2.21265681,24.784153005,3.9288794071,0,0,2.8439479003,136404
OTHER,elementary,Corporate,33164,0,1,1,2.21265681,24.784153005,3.9288794071,0,0,2.8439479003,136405
2NDFL,elementary,,23842,0,0,0,7.3433691756,24.234972678,0.737704918,0,0,4.0956284153,136406
OTHER,advanced,Corporate,19948,0,1,1,1.0818996416,23.6,1.3919679617,1,1,3.5260273973,136433
2NDFL,elementary,,21644,0,0,,,24.732240437,0.5300546448,,,4.6857923497,136442
2NDFL,high,,18788,0,0,,,23.35890411,1.1362976271,,,3.295890411,136452
OTHER,elementary,Corporate,35000,0,0,,,24.539726027,0.5671232877,,,4.4684931507,136455
OTHER,elementary,Corporate,26764,0,1,0,,24.382640916,0.9618758889,0,0,1.2520547945,136466
2NDFL,beginner,,,0,1,0,2.252016129,24.308743169,1.5644958455,0,0,4.262295082,136489
2NDFL,high,,17651,0,0,0,26.182638889,24.875387379,1.4178531327,,,4.7657983382,136497
